what,kind,bundleId,bundleVersion,description,time
error,log,,,"Exception occurred while rendering: org.eclipse.e4.ui.model.application.ui.menu.impl.ToolControlImpl@78ac1040 (elementId: org.eclipse.mylyn.tasks.ui.trim.control, tags: [], contributorURI: null) (widget: Composite {}, renderer: null, toBeRendered: true, onTop: false, visible: true, containerData: null, accessibilityPhrase: null) (contributionURI: bundleclass://org.eclipse.ui.workbench/org.eclipse.ui.internal.menus.CompatibilityWorkbenchWindowControlContribution, object: org.eclipse.ui.internal.menus.CompatibilityWorkbenchWindowControlContribution@29e3d32)",1420363419746
error,log,,,"从插件调用代码时出现问题:“org.eclipse.e4.ui.workbench.swt”。",1420363419761
error,log,,,"Exception occurred while rendering: org.eclipse.e4.ui.model.application.ui.menu.impl.ToolBarImpl@53681fc1 (elementId: org.eclipse.mylyn.tasks.ui.trim.container, tags: [Draggable], contributorURI: null) (widget: ImageBasedFrame {}, renderer: org.eclipse.e4.ui.workbench.renderers.swt.ToolBarManagerRenderer@2dbd9563, toBeRendered: true, onTop: false, visible: true, containerData: null, accessibilityPhrase: null)",1420363419761
error,log,,,"从插件调用代码时出现问题:“org.eclipse.e4.ui.workbench.swt”。",1420363419793
error,log,,,"Exception occurred while rendering: org.eclipse.e4.ui.model.application.ui.menu.impl.ToolControlImpl@25a76297 (elementId: org.eclipse.mylyn.tasks.ui.trim.control, tags: [], contributorURI: null) (widget: Composite {}, renderer: null, toBeRendered: true, onTop: false, visible: true, containerData: null, accessibilityPhrase: null) (contributionURI: bundleclass://org.eclipse.ui.workbench/org.eclipse.ui.internal.menus.CompatibilityWorkbenchWindowControlContribution, object: org.eclipse.ui.internal.menus.CompatibilityWorkbenchWindowControlContribution@7e61fadf)",1420363419808
error,log,,,"从插件调用代码时出现问题:“org.eclipse.e4.ui.workbench.swt”。",1420363419808
error,log,,,"Exception occurred while rendering: org.eclipse.e4.ui.model.application.ui.menu.impl.ToolBarImpl@53681fc1 (elementId: org.eclipse.mylyn.tasks.ui.trim.container, tags: [Draggable], contributorURI: null) (widget: ImageBasedFrame {}, renderer: org.eclipse.e4.ui.workbench.renderers.swt.ToolBarManagerRenderer@2dbd9563, toBeRendered: true, onTop: false, visible: true, containerData: null, accessibilityPhrase: null)",1420363419824
opened,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1420363423731
activated,editor,org.eclipse.wst.jsdt.ui,1.1.202.v201208171701,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1420363433059
started,bundle,com.adobe.flexbuilder.as.editor,4.7.0.349722,"com.adobe.flexbuilder.as.editor",1420363440781
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363454263
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363454925
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363456170
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363459326
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420363463192
activated,editor,org.eclipse.wst.jsdt.ui,1.1.202.v201208171701,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1420363466129
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363492712
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363548418
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363551501
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363552423
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420363612037
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363612147
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363633225
activated,editor,org.eclipse.wst.jsdt.ui,1.1.202.v201208171701,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1420363635069
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420363637553
activated,view,org.eclipse.ui.console,3.5.100.v20120521-2012,"org.eclipse.ui.console.ConsoleView",1420363639491
opened,view,org.eclipse.wst.server.ui,1.4.100.v20121112_1718,"org.eclipse.wst.server.ui.ServersView",1420363642579
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.402.v20130108_1103,"org.eclipse.jst.server.tomcat.core",1420363642594
activated,view,org.eclipse.wst.server.ui,1.4.100.v20121112_1718,"org.eclipse.wst.server.ui.ServersView",1420363642610
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363654523
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363678862
executed,command,org.eclipse.wst.server.ui,1.4.100.v20121112_1718,"org.eclipse.wst.server.run",1420363680580
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.300.v20120420_1012,"org.eclipse.jst.server.tomcat.ui",1420363680674
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1420363681330
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201302132326,"org.eclipse.cdt.debug.mi.ui",1420363681408
started,bundle,org.eclipse.cdt.debug.mi.core,7.2.0.201302132326,"org.eclipse.cdt.debug.mi.core",1420363681533
activated,view,org.eclipse.ui.console,3.5.100.v20120521-2012,"org.eclipse.ui.console.ConsoleView",1420363682919
activated,view,org.eclipse.wst.server.ui,1.4.100.v20121112_1718,"org.eclipse.wst.server.ui.ServersView",1420363684765
activated,view,org.eclipse.ui.console,3.5.100.v20120521-2012,"org.eclipse.ui.console.ConsoleView",1420363688171
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363721153
started,bundle,org.eclipse.jdt.junit,3.7.100.v20120523-1543,"org.eclipse.jdt.junit",1420363726169
started,bundle,org.eclipse.jdt.junit.core,3.7.100.v20120523-1257,"org.eclipse.jdt.junit.core",1420363726247
started,bundle,org.eclipse.jpt.common.ui,1.2.1.v201208222210,"org.eclipse.jpt.common.ui",1420363733919
started,bundle,org.eclipse.jpt.common.core,1.2.2.v201301082148,"org.eclipse.jpt.common.core",1420363733982
started,bundle,org.eclipse.jpt.jpa.core,3.2.2.v201301092252,"org.eclipse.jpt.jpa.core",1420363733997
started,bundle,org.eclipse.jpt.jpa.ui,3.2.2.v201301092252,"org.eclipse.jpt.jpa.ui",1420363734029
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363764239
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420363778920
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363779451
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363833771
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1420363842795
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363857894
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363864583
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363865206
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363887161
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420363891558
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364031132
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364082824
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364086656
activated,view,org.eclipse.wst.server.ui,1.4.100.v20121112_1718,"org.eclipse.wst.server.ui.ServersView",1420364089353
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364092478
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364098752
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.properties",1420364098768
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364101252
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364163216
executed,command,org.eclipse.wst.server.ui,1.4.100.v20121112_1718,"org.eclipse.wst.server.stop",1420364164848
activated,view,org.eclipse.ui.console,3.5.100.v20120521-2012,"org.eclipse.ui.console.ConsoleView",1420364165321
activated,view,org.eclipse.wst.server.ui,1.4.100.v20121112_1718,"org.eclipse.wst.server.ui.ServersView",1420364165921
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364169780
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364171046
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364178964
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364226646
activated,view,org.eclipse.ui.console,3.5.100.v20120521-2012,"org.eclipse.ui.console.ConsoleView",1420364227381
activated,view,org.eclipse.wst.server.ui,1.4.100.v20121112_1718,"org.eclipse.wst.server.ui.ServersView",1420364229063
activated,view,org.eclipse.ui.console,3.5.100.v20120521-2012,"org.eclipse.ui.console.ConsoleView",1420364230500
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420364258111
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364258517
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364320688
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364321325
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364599184
activated,editor,org.eclipse.wst.jsdt.ui,1.1.202.v201208171701,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1420364652766
activated,view,org.eclipse.ui.console,3.5.100.v20120521-2012,"org.eclipse.ui.console.ConsoleView",1420364657985
activated,view,org.eclipse.wst.server.ui,1.4.100.v20121112_1718,"org.eclipse.wst.server.ui.ServersView",1420364666436
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364677571
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364679274
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364683297
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364779064
activated,editor,org.eclipse.wst.jsdt.ui,1.1.202.v201208171701,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1420364781698
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364811991
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.findReplace",1420364812585
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420364831259
error,log,,,"未定义命令（“org.eclipse.wst.jsdt.ui.edit.text.java.correction.assist.proposals”）",1420364838509
executed,command,org.eclipse.ui.editors,3.8.0.v20120523-1540,"org.eclipse.ui.editors.lineNumberToggle",1420364843446
activated,editor,org.eclipse.wst.css.ui,1.0.702.v201211262010,"org.eclipse.wst.css.core.csssource.source",1420364882138
closed,editor,org.eclipse.wst.jsdt.ui,1.1.202.v201208171701,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1420364882154
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420364904089
