what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420355466493
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420355476303
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355477898
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355496132
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420355503306
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355505593
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355593276
activated,editor,org.eclipse.wst.css.ui,1.0.702.v201211262010,"org.eclipse.wst.css.core.csssource.source",1420355643313
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355645751
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355652443
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420355652596
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420355662377
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420355669498
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420355670286
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355673625
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355689619
activated,editor,org.eclipse.wst.css.ui,1.0.702.v201211262010,"org.eclipse.wst.css.core.csssource.source",1420355689750
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420355691565
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420355699487
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420355704592
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420355704919
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355706565
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355740039
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420355753761
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355756085
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355760492
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420355771963
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420355774388
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420355776242
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420355776551
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420355785826
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355793321
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420355851037
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420356018563
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420356022389
activated,editor,org.eclipse.wst.css.ui,1.0.702.v201211262010,"org.eclipse.wst.css.core.csssource.source",1420356023886
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420356027674
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420356036163
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420356037899
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420356038389
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356040638
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356254170
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356257601
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356387116
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356387871
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356389411
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420356390285
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420356390638
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420356396667
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420356399288
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420356400053
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420356401707
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420356402054
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356405188
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356409793
activated,editor,org.eclipse.wst.css.ui,1.0.702.v201211262010,"org.eclipse.wst.css.core.csssource.source",1420356411229
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420356415272
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420356417911
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420356418226
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.text.contentAssist.proposals",1420356431214
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.text.contentAssist.proposals",1420356432725
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420356442406
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356443986
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356456563
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420356458081
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420356463441
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.smartEnter",1420356467262
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420356467907
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420356468614
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420356474246
activated,editor,org.eclipse.wst.css.ui,1.0.702.v201211262010,"org.eclipse.wst.css.core.csssource.source",1420356476798
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420356480584
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420356482202
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420356486184
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356488000
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356581620
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.selectAll",1420356582187
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420356582980
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420356583399
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420356590001
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356600465
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356616328
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420356628985
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420356634762
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420356635212
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356639500
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356714921
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356715545
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356844603
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356867697
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356954410
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356966798
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356975829
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420356976501
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357019911
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420357033302
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420357037927
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420357044195
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420357060173
activated,view,org.eclipse.ui.console,3.5.100.v20120521-2012,"org.eclipse.ui.console.ConsoleView",1420357061454
activated,view,org.eclipse.wst.server.ui,1.4.100.v20121112_1718,"org.eclipse.wst.server.ui.ServersView",1420357061701
activated,view,org.eclipse.ui.console,3.5.100.v20120521-2012,"org.eclipse.ui.console.ConsoleView",1420357062873
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420357064920
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357068826
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357134076
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357139943
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357141640
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357612598
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357615441
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357626090
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357628700
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357628872
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357632387
started,bundle,org.eclipse.wst.jsdt.debug.core,3.1.1.v201208171701,"org.eclipse.wst.jsdt.debug.core",1420357632528
closed,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420357632591
closed,view,org.eclipse.ui.ide,3.8.2.v20121106-165923,"org.eclipse.ui.views.AllMarkersView",1420357632684
closed,view,org.eclipse.wst.server.ui,1.4.100.v20121112_1718,"org.eclipse.wst.server.ui.ServersView",1420357632684
closed,view,org.eclipse.wst.common.snippets,1.2.200.v201204260225,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1420357632700
closed,view,org.eclipse.ui.ide,3.8.2.v20121106-165923,"org.eclipse.ui.views.ProgressView",1420357632856
closed,view,org.eclipse.ui.console,3.5.100.v20120521-2012,"org.eclipse.ui.console.ConsoleView",1420357632872
closed,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1420357632903
closed,view,org.eclipse.ui.views,3.6.100.v20120705-114010,"org.eclipse.ui.views.ContentOutline",1420357633059
closed,editor,com.android.ide.eclipse.adt,22.6.0.v201403010043-1049357,"com.android.ide.eclipse.editors.CommonXmlEditor",1420357633106
closed,editor,org.eclipse.wst.css.ui,1.0.702.v201211262010,"org.eclipse.wst.css.core.csssource.source",1420357633122
closed,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420357633137
closed,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357633247
closed,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420357634028
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1420357634528
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1420357634544
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1420357634575
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1420357634631
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1420357634656
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1420357634674
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1420357634679
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1420357634679
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.4.v201301111130,"org.eclipse.datatools.connectivity.oda.template.ui",1420357634679
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.400.v20120523-2012,"org.eclipse.pde.api.tools.ui",1420357634758
stopped,bundle,org.eclipse.pde.ds.ui,1.0.200.v20120530-1435,"org.eclipse.pde.ds.ui",1420357634820
stopped,bundle,org.eclipse.pde.runtime,3.4.300.v20120523-1453,"org.eclipse.pde.runtime",1420357634868
stopped,bundle,org.eclipse.pde.ua.ui,1.0.200.v20120523-1453,"org.eclipse.pde.ua.ui",1420357634880
stopped,bundle,org.eclipse.pde.ui.templates,3.4.500.v20120523-2012,"org.eclipse.pde.ui.templates",1420357634902
stopped,bundle,org.eclipse.pde.ui,3.7.2.v20130121-093123,"org.eclipse.pde.ui",1420357634902
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1420357634949
stopped,bundle,org.eclipse.ant.ui,3.5.301.v20121210-210948,"org.eclipse.ant.ui",1420357634996
stopped,bundle,org.eclipse.ant.launching,1.0.200.v20120530-1204,"org.eclipse.ant.launching",1420357635043
stopped,bundle,org.eclipse.compare.win32,1.0.200.v20120914-154749,"org.eclipse.compare.win32",1420357635140
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20120515-1650,"org.eclipse.equinox.p2.ui.sdk",1420357635296
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.300.v20120420_1012,"org.eclipse.jst.server.tomcat.ui",1420357635296
stopped,bundle,org.eclipse.jst.server.ui,1.1.202.v20110419,"org.eclipse.jst.server.ui",1420357635312
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1420357635312
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1420357635312
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1420357635312
stopped,bundle,com.android.ide.eclipse.ndk,22.6.0.v201403010043-1049357,"com.android.ide.eclipse.ndk",1420357635312
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,22.6.0.v201403010043-1049357,"overlay.com.android.ide.eclipse.adt.overlay",1420357635343
stopped,bundle,com.android.ide.eclipse.adt,22.6.0.v201403010043-1049357,"com.android.ide.eclipse.adt",1420357635343
stopped,bundle,org.eclipse.jdt.junit,3.7.100.v20120523-1543,"org.eclipse.jdt.junit",1420357635374
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.2.1.v201208222210,"org.eclipse.jpt.jpa.eclipselink.ui",1420357635434
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.core,2.2.1.v201208222210,"org.eclipse.jpt.jpa.eclipselink.core",1420357635490
stopped,bundle,org.eclipse.jpt.jpa.ui,3.2.2.v201301092252,"org.eclipse.jpt.jpa.ui",1420357635537
stopped,bundle,org.eclipse.jpt.jpa.core,3.2.2.v201301092252,"org.eclipse.jpt.jpa.core",1420357635553
stopped,bundle,org.eclipse.jpt.jpa.db,2.1.101.v201208222210,"org.eclipse.jpt.jpa.db",1420357635584
stopped,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v201107221501,"org.eclipse.datatools.enablement.jdt.classpath",1420357635584
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20120522-1651,"org.eclipse.jdt.apt.ui",1420357635600
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1420357635631
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v201003161000,"org.eclipse.datatools.sqltools.debugger.core.ui",1420357635646
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.1.201.v20130123_1813,"org.eclipse.jst.server.preview.adapter",1420357635646
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1420357635662
stopped,bundle,org.uqbar.eclipse.tomcat.xt,2.0.0,"org.uqbar.eclipse.tomcat.xt",1420357635662
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.100.v20120530-1425,"org.eclipse.jdt.debug.ui",1420357635662
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.201.v201208222210,"org.eclipse.jpt.dbws.eclipselink.ui",1420357635709
stopped,bundle,org.eclipse.jpt.jaxb.eclipselink.ui,1.3.1.v201208222210,"org.eclipse.jpt.jaxb.eclipselink.ui",1420357635725
stopped,bundle,org.eclipse.jpt.jaxb.ui,1.3.1.v201208222210,"org.eclipse.jpt.jaxb.ui",1420357635771
stopped,bundle,org.eclipse.jpt.common.ui,1.2.1.v201208222210,"org.eclipse.jpt.common.ui",1420357635787
stopped,bundle,org.eclipse.jst.common.annotations.ui,1.1.300.v201002081900,"org.eclipse.jst.common.annotations.ui",1420357635818
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004290730,"org.eclipse.jst.j2ee.ejb.annotations.ui",1420357635865
stopped,bundle,org.eclipse.jst.ejb.ui,1.1.700.v201201190500,"org.eclipse.jst.ejb.ui",1420357635896
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.750.v201204120428,"org.eclipse.jst.ws.axis.creation.ui",1420357635912
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.700.v201204181727,"org.eclipse.jst.ws.axis.consumption.ui",1420357635928
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1420357635959
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1420357635990
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1420357636006
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1420357636006
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.201.v201301072322,"org.eclipse.jst.ws.cxf.creation.ui",1420357636021
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.700.v201205041550,"org.eclipse.jst.ws.creation.ui",1420357636037
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.200.v201201312103,"org.eclipse.jst.ws.cxf.consumption.ui",1420357636037
